osm_type,osm_id,amenity,name,cuisine,website,check_date,created_by,changing_table,changing_table:adult,entrance:kerb:height,entrance:ramp,entrance:step_count,entrance:width,phone,wheelchair:turning_circle,addr:housenumber,addr:postcode,addr:street,diet:vegetarian,email,opening_hours,addr:city,addr:country,brand,brand:wikidata,brand:wikipedia,toilets:wheelchair,contact:email,contact:phone,contact:website,addr:unit,internet_access,level,fixme,outdoor_seating,indoor_seating,alt_name,internet_access:fee,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,wheelchair,toilets:wheelchair:door_width,toilets:wheelchair:level,takeaway,check_date:diet:vegetarian,check_date:opening_hours,toilets:wheelchair:space_side,operator,OnroerendErfgoed:criteria,fax,heritage,heritage:operator,heritage:website,old_name,ref:OnroerendErfgoed,contact:facebook,contact:instagram,contact:mobile,toilets:wheelchair:accessible_via,wikidata,diet:halal,diet:vegan,payment:cards,source,name:en,name:nl,website:menu,description,disused:amenity,wikipedia,facebook,image,mapillary,addr:housename,smoking,wikimedia_commons,ramp:wheelchair,mobile,capacity,access,comment,opening_hours:signed,restaurant:type:nl,disused:shop,note,delivery,name:fr,name:el,elevator:width,bar,brewery,microbrewery,reservation,start_date,toilets,drive_through,lgbtq:signed,reservation:phone,reservation:website,strapline,survey:date,toilets:access,toilets:wheelchair:space_front,was:cuisine,was:name,was:opening_hours,was:website,check_date:diet:vegan,diet:kosher:certification,self_service,stars,payment:mastercard,payment:visa,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,opening_hours:kitchen,phone:mobile,diet:kosher,branch,diet:healthy,diet:meat,diet:non-vegetarian,diet:organic,payment:maestro,addr:state,food,air_conditioning,changing_table:location,source:geometry:date,source:geometry:ref,shop,elevator:depth,diet:sugar_free,restaurant,url,name:ar,payment:qr_code,name:de,contact:whatsapp,ref:vatin,website:booking,contact:tiktok,opening_hours:takeaway,building,historic,castle_type,building:architecture,building:levels,roof:levels,house,tourism,height,indoor
node,4827579033,restaurant,Au Vieux Port,,,,,,,,,,,+32 3 290 77 11,,130,2000.0,Napelsstraat,,,"Mo-Fr 12:00-14:00,18:00-21:30; Sa,Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4838819307,restaurant,'t Zilte,,https://www.zilte.be/,,,no,,0.0,,0.0,0.9,+32 3 283 40 40,no,5,2000.0,Hanzestedenplaats,,info@tzilte.be,"Sa, Su off",Antwerpen,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground floor,Q2192183,,,,,,,,,,nl:Zilte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4854161772,restaurant,De tien eilandjes,,http://www.dez-ilhas.com/,,,,,,,,,+32 3 233 02 98,,80,2000.0,Kempischdok-Westkaai,,,Mo off; Tu-Th 12:00-00:00; Fr-Su 12:00-00:00+,,,,,,,,,,,,,,,,Dez ilhas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4885753676,restaurant,Helena Kookt Over,,http://www.helenakooktover.be/,2024-02-17,,,,,,,,,,185-187,,Boomgaardstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4893737322,restaurant,Entree d'Anvers,,https://www.entreedanvers.be/,,,,,,,,,+32 3 336 90 30,,1,2000.0,Suikerrui,,info@entreedanvers.be,"Mo-Su,PH 10:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadscafé; Brasserie Stadscafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4895491830,restaurant,The Shack,bagel,https://theshack.be/,,,,,,,,,,,22,,Nassaustraat,,info@theshack.be,"Mo-Fr 08:00-15:00; Sa,Su 09:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4922022151,restaurant,Wasabi,sushi,https://www.wasabisushigrill.be/,,,,,,,,,+32 3 297 87 80,,26,2000.0,Londenstraat,,,,Antwerpen,BE,Wasabi,Q23891278,en:Wasabi (restaurant),,,,,,,,,,,Wasabi Sushi & Grill,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4922022152,restaurant,Hannekesnest,,https://www.hannekesnest.be,,,,,,,,,+32 3 226 70 23,,7B,2000.0,Bordeauxstraat,,info@hannekesnest.be,"Su,Mo off; Tu,We 11:00-14:00,17:00-23:00; Th 11:00-23:00; Fr 11:00-00:00+; Sa 16:30-00:00+",Antwerpen,BE,,,,,,,,,,,,,,Den Hannekesnest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4922022153,restaurant,Fogos,brazilian,https://www.fogos.be/,,,,,,,,,+32 3 232 47 23,,7C,2000.0,Bordeauxstraat,,info@fogos.be,"Mo,Tu off; We,Th 18:00-22:00; Fr,Sa 17:30-22:00; Su 17:30-21:00",,,,,,,,,,,,,,,,Churrascaria Fogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4922022154,restaurant,L'Isola di Giò,italian,https://isoladigio.be,,,,,,,,,+32 3 203 09 05,,11-13,2000.0,Bordeauxstraat,,isoladigio@telenet.be,"Mo-Fr 12:00-14:00,18:00-21:30; Sa 18:00-22:00 ""reservations""; Su,PH off; Jul-Aug Sa off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4922023249,restaurant,Aroy Thai,thai,http://www.aroythai-eilandje.be/,,,,,,,,,+32 3 334 85 63,,1,2000.0,Londenstraat,,Aroythai@yahoo.com,Mo-Sa 11:00-22:00; Su off,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,https://www.facebook.com/Aroythai-981934835158817/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4945939923,restaurant,Bistrot du Nord,,http://bistrotdunord.be/,2024-12-17,,,,,,,,+32 3 233 45 49,,36,2060.0,Lange Dijkstraat,no,bistrotdunord@outlook.com,"Mo,Tu,Th,Fr 12:00-14:00,19:00-21:30; We ""op aanvraag""; Sa,Su,PH off",,,,,,,,,,,,,,,,,,,,,,no,,,,2024-12-17,,,,,,,,,,,,,,,Q89423613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946000114,restaurant,Filet d'Anvers,,https://www.filetdanvers.be/,,,,,,,,,+32 3 236 84 48,,57,2060.0,Lange Lobroekstraat,,info@filetdanvers.be,Mo off; Tu-Sa 18:00-23:00; Su 17:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946000115,restaurant,Den Abattoir,,http://www.denabattoir.be,,,,,,,,,+32 3 271 08 71,,65,2060.0,Lange Lobroekstraat,,reserveringen@denabattoir.be,"Mo,Su,PH off; Tu-Fr 12:00-14:00,18:00-21:30; Sa 18:00-21:30; Jul 01-11 off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946000116,restaurant,Eetcafé Slachthuis,regional,http://www.eetcafeslachthuis.be,,,,,,,,,+32 3 213 13 98,,113,2060.0,Lange Lobroekstraat,,eetcafeslachthuis@hotmail.be,"We-Fr 10:00-22:00; Sa,Su 10:00-17:00; Mo,Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946000522,restaurant,Pampas Rodizio,,https://www.pampasrodizio.be/,,,,,,,,,+32 3 475 16 23,,105,2060.0,Lange Lobroekstraat,,antwerpen@pampas.be,"Su-Th 18:00-22:00; Fr,Sa 18:00-23:00",,,,,,,,,,,,,,,,Pampas Antwerpen,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/rodiziopampas/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946103692,restaurant,Veranda,,https://www.restaurantveranda.be,,,,,,,,,+32 3 218 55 95,,34,2060.0,Lange Lobroekstraat,,info@restaurantveranda.be,"Tu,Sa 18:00-00:00; We-Fr 12:00-15:00,18:00-00:00; Su,Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946103693,restaurant,Piétrain,,http://www.piétrain.be/,,,,,,,,,+32 3 236 51 62,,25,2060.0,Lange Lobroekstraat,,marc.winant13@gmail.com,"Mo-Fr 12:00-14:30,18:00-22:00; Sa 18:00-22:00; Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946103694,restaurant,Bart-à-Vin,,https://www.bartavin.be/,,,,,,,,,+32 474 94 17 86,,3-5,2060.0,Lange Slachterijstraat,,bartavin@me.com,"Mo-Fr 12:00-15:00,18:30-23:00; Sa,Su,PH off",,,,,,,,,,,,,,,,Bar-à-Vin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946103695,restaurant,De Veehandel,,https://de-veehandel.be/,,,,,,,,,+32 3 271 06 06,,61,2060.0,Lange Lobroekstraat,,info@de-veehandel.be,"Mo-Fr 12:00-14:00,17:30-22:00; Sa 17:30-22:30; Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4946847328,restaurant,Schnitzel,,https://schnitzelantwerpen.be/,,,,,,,,,+32 3 256 63 86,,53,2000.0,Paardenmarkt,,,"Mo-Fr 18:00-22:00; Sa,Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4960325426,restaurant,Zuid-café,mediterranean,http://www.zuid-cafe.be,,,,,0.14,no,1.0,0.83,+32 3 248 81 89,no,,,,,info@zuid-cafe.be,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zuid-café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4986794363,restaurant,Joy's Villa,chinese;asian,http://joysvilla.be/,,,,,,,,,+32 3 647 08 88,,831,2170.0,Bredabaan,,,"Tu-Sa 17:30-22:00; Su 12:00-14:30,17:30-00:00; Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4999562884,restaurant,Bai Wei,chinese,http://www.baiweichineserestaurant.be/,,,,,,,,,+32 3 256 63 93,,,,,,,Mo-Sa 11:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5015620465,restaurant,May's,regional;thai,https://www.mays.be/,2023-11-12,,,,,,,,+32 3 235 98 42,,11,2018.0,Dageraadplaats,yes,info@mays.be,"Mo-Fr 09:30-23:45; Sa,Su 10:00-23:00",,,,,,no,,,,,,0.0,,yes,yes,Brasserie May's,,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5051913247,restaurant,Aan het strand van Oostende,burger;pasta;international;tapas,http://www.aanhetstrandvanoostende.be/,2024-02-17,,,,,,,,+32 3 236 15 06,,19,2018.0,Dageraadplaats,,info@aanhetstrandvanoostende.be,"Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00",,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aan het strand van Oostende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5055895858,restaurant,Venue 219,,,,,,,0.0,no,0.0,1.1,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5059044067,restaurant,Tranquilo,mexican,https://tranquilo.restaurant,,,,,,,,,,,21,2018.0,Dageraadplaats,,,Mo-Su 17:30-00:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5059044068,restaurant,Petit Boeuf,,https://petitboeuf.be/,,,,,,,,,+32 3 689 45 52,,20,2018.0,Dageraadplaats,,,"Mo-Su 12:00-15:00,18:00-22:00; Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5059078074,restaurant,Camping Campina,,https://www.campingcampina.be,,,,,,,,,+32 3 289 54 50,,16,2018.0,Dageraadplaats,,info@campingcampina.be,"Mo,We-Fr 11:30-22:00; Sa,Su 17:00-22:00; Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5095340210,restaurant,Bitterpeeën,,https://www.bitterpeeen.be/,,,,,,,,,+32 3 227 46 96,,26,2060.0,IJzerlaan,,info@bitterpeeen.be,"Tu-Fr 12:00-15:00,18:00-22:00; Sa 18:00-22:00; Su,Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5109174665,restaurant,Chez Rini,,http://www.chezrini.be/,,,,,0.06,no,1.0,0.0,+32 3 203 03 17,yes,56,2000.0,Oudeleeuwenrui,,,Mo-Su 11:00-22:00,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,+32 3 233 46 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5109307149,restaurant,Tante Yvonne,french,https://restauranttanteyvonne.be/,,,,,,,,,+32 3 237 07 31,,93,2000.0,Vlaamsekaai,,info@restauranttanteyvonne.be,"Mo-Fr 12:30-14:00,18:30-22:00; Sa 18:30-22:00; Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5126844407,restaurant,Mandraki,greek,https://www.mandraki.be,,,,,,,,,+32 3 290 67 17,,13,2000.0,Kaasrui,,info@mandraki.be,"Mo,Th-Sa 17:00-00:00; Su 12:00-00:00; Tu,We off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5141283953,restaurant,Griekse Taverne,greek,https://www.grieksetaverne.be,,,,,,,,,+32 3 231 87 22,,28,2000.0,Vlasmarkt,,,Mo-Su 11:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/GriekseTaverne/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5141731472,restaurant,Athene,greek,http://www.resto-athene.be/,,,,,0.57,,3.0,1.03,+32 3 233 14 04,,6,2000.0,Sint-Paulusplaats,,info@resto-athene.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5155096075,restaurant,De Pelgrim,regional,https://brasseriedepelgrim.be/,2023-11-09,,,,,,,,+32 3 218 65 83,,6-10,2600.0,Boomgaardstraat,,info@brasseriedepelgrim.be,"Tu,We,Su 11:00-23:00, Th-Sa 11:00-01:00; Mo off",,,,,,,,,,,,,,,,Brasserie De Pelgrim,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5155096079,restaurant,The Butcher's Son,,https://www.thebutchersson.be/,2023-11-09,,,,,,,,+32 3 230 16 38,,1,2018.0,Boomgaardstraat,,info@thebutchersson.be,"Mo-Fr 12:00-14:00,18:00-21:30; Sa,Su off",,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,Q89370975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5155325635,restaurant,Little Ethiopia,ethiopian,http://little-ethiopia.be/,,,,,,,,,+32 3 336 22 93,,8,2000.0,Zirkstraat,,resa@little-ethiopia.be,"Tu off; Mo,We-Fr 18:00-22:30; Sa 18:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5155330956,restaurant,Zirkey,,https://zirkey.business.site/,,,,,,,,,+32 494 03 72 87,,37,2000.0,Zirkstraat,,,"Mo,Tu off; We-Fr 10:00-15:00,18:00-22:00; Sa,Su 09:30-15:00,17:30-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5155332540,restaurant,Nathan,french;belgian,https://www.restaurant-nathan.be,,,,,,,,,+32 3 284 28 13,,13,2000.0,Lange Koepoortstraat,,info@restaurant-nathan.be,"Tu 19:00-20:30; We-Fr 12:00-13:30,19:30-20:30; Sa-Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q89420355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5167809538,restaurant,Bavet,italian,https://www.bavet.eu,2024-01-20,,,,,,,,,,102,2000.0,Nationalestraat,,,"Mo-Fr 11:30-14:00,17:00-22:00; Sa 12:00-22:00; Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174725121,restaurant,L’épicerie du Cirque,,https://www.lepicerieducirque.be,,,,,0.16,no,1.0,0.95,+32 3 238 05 71,no,23,2000.0,Volkstraat,,info@lepicerieducirque.be,"Tu-Sa 12:00-14:00,18:00-21:30; Su,Mo off",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5204917011,restaurant,Black Smoke,barbecue,https://blacksmoke.be/,2023-11-09,,,,,,,,+32 3 230 75 73,,1,2018.0,Boomgaardstraat,,smoke@blacksmoke.be,"We-Sa 12:00-14:30,18:00-22:00; Su 12:00-15:00,18:00-22:00; Mo,Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5222884484,restaurant,InVINcible,,https://invincible.be,,,,,0.0,,0.0,0.71,+32 3 231 32 07,no,9,2000.0,Haarstraat,,,"Mo-Fr 12:00-15:30,18:30-00:30; Sa,Su off",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5224380408,restaurant,Little BÚN,vietnamese,https://www.bunantwerp.be/,,,no,no,0.19,no,1.0,1.13,,no,22,,Sint-Jorispoort,no,streetfood@bunantwerp.be,,Antwerpen,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-18,,,,,,,,,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5224391976,restaurant,5 Flavors Mmei,chinese,,,,,,,,,,+32 3 281 30 37,,,2000.0,,,,"Mo,Tu,Th-Su 12:00-14:30,18:00-22:30; We off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pg/5-Flavors-Mmei-1550766985238946/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5225655965,restaurant,Picniq Koreanen eats,asian,,,,,,,,,,,,12,2000.0,Sint-Jorispoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226957233,restaurant,Bien Soigné,,https://www.bien-soigne.be,2023-04-08,,,,,,,,+32 3 293 63 18,,9,2000.0,Kleine Markt,,info@bien-soigne.be,"Mo-Fr 12:00-16:00; Sa,Su off",,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5235997321,restaurant,Barchel,,https://barchel-antwerp.com,,,,,,,,,,,6,2018.0,Van Breestraat,,,Tu-Fr 08:00-16:00; Sa 09:00-17:00,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
